Ad_ID,Campaign_Name,Date,Impressions,Clicks,Conversions,Ad_Spend ($),Revenue ($),Engagements,ROAS
2463,New Arrivals,2025-03-23,84073,9791,664,4026,14600,15035,3.63
2464,Summer Sale,2025-03-24,26094,10471,1239,3230,15544,4587,4.81
2465,Holiday Special,2025-03-25,138427,11322,1311,1402,10969,13214,7.82
2466,Black Friday,2025-03-26,197162,12584,444,2710,11264,11628,4.16
2467,Black Friday,2025-03-27,40155,1716,1232,4134,10771,28451,2.61
2468,Black Friday,2025-03-28,162444,698,513,2476,24690,28961,9.97
2469,Holiday Special,2025-03-29,120024,1181,1992,1239,14307,44597,11.55
2470,Holiday Special,2025-03-30,132316,4067,1418,1880,1701,3635,0.9
2471,Holiday Special,2025-03-01,35281,5974,376,4822,14011,9355,2.91
2472,New Arrivals,2025-03-02,93699,6413,710,1215,9455,43343,7.78
2473,Winter Discount,2025-03-03,25067,7719,1092,4190,6911,31002,1.65
2474,Summer Sale,2025-03-04,189469,4154,99,2402,19512,6434,8.12
2475,Winter Discount,2025-03-05,38775,12092,156,4013,24227,25495,6.04
2476,Summer Sale,2025-03-06,189794,9086,1121,3296,10651,22261,3.23
2477,Winter Discount,2025-03-07,79345,2535,1127,4493,16288,10551,3.63
2478,Summer Sale,2025-03-08,136752,1583,1210,4801,14716,6522,3.07
2479,Holiday Special,2025-03-09,94601,7601,1111,3206,22378,29730,6.98
2480,New Arrivals,2025-03-10,124726,10736,1763,4059,5137,31441,1.27
2481,Summer Sale,2025-03-11,108304,9382,1604,405,11203,32505,27.66
2482,Summer Sale,2025-03-12,114482,10330,1199,308,18731,33677,60.81
2483,Holiday Special,2025-03-13,165454,2886,1514,4335,13688,35105,3.16
2484,Summer Sale,2025-03-14,184939,1800,878,1198,13715,47253,11.45
2485,Black Friday,2025-03-15,56808,9808,1869,1035,2612,35664,2.52
2486,Black Friday,2025-03-16,97961,4795,673,3616,10356,36149,2.86
2487,Black Friday,2025-03-17,58895,14430,1997,743,14651,38686,19.72
2488,Holiday Special,2025-03-18,139468,13215,586,630,16170,23046,25.67
2489,Holiday Special,2025-03-19,111207,11375,1849,819,5481,11711,6.69
2490,Black Friday,2025-03-20,130905,10388,1678,4115,960,4534,0.23
2491,Summer Sale,2025-03-21,157297,13147,1886,290,12333,4737,42.53
2492,Summer Sale,2025-03-22,98989,13697,268,3946,4779,48903,1.21
2493,Summer Sale,2025-03-23,125020,5479,1091,1098,9067,14204,8.26
2494,Winter Discount,2025-03-24,86489,7693,1706,4118,13955,10595,3.39
2495,Summer Sale,2025-03-25,185232,5925,1764,2579,13172,15426,5.11
2496,Holiday Special,2025-03-26,86812,4992,1416,4017,16892,19702,4.21
2497,Black Friday,2025-03-27,92745,2213,1969,161,16531,24244,102.68
2498,Holiday Special,2025-03-28,77394,3832,866,1562,14957,9108,9.58
2499,Black Friday,2025-03-29,77119,4564,1395,306,21768,26119,71.14
2500,Summer Sale,2025-03-30,34108,5628,1238,4932,21388,44296,4.34
2501,Summer Sale,2025-03-01,23954,10223,1092,1852,21918,34541,11.83
2502,Winter Discount,2025-03-02,192336,3804,483,3729,2552,28226,0.68
2503,Summer Sale,2025-03-03,157564,960,1349,1908,14159,21924,7.42
2504,Winter Discount,2025-03-04,121717,2866,1261,2905,5703,2983,1.96
2505,Holiday Special,2025-03-05,19559,11359,1925,3231,21252,28867,6.58
2506,New Arrivals,2025-03-06,147802,13511,1244,4906,5420,44977,1.1
2507,Winter Discount,2025-03-07,156784,12678,1045,4626,6586,10021,1.42
2508,Black Friday,2025-03-08,193212,10608,1470,1539,9533,27925,6.19
2509,Summer Sale,2025-03-09,127823,3550,332,2135,12119,49029,5.68
2510,Black Friday,2025-03-10,16074,4105,1827,1189,24522,14432,20.62
2511,Holiday Special,2025-03-11,99403,1073,1884,2103,11083,6222,5.27
2512,New Arrivals,2025-03-12,65052,14060,399,2914,16093,26597,5.52
2513,New Arrivals,2025-03-13,130513,13555,1675,1262,20794,17188,16.48
2514,Summer Sale,2025-03-14,33999,1769,699,3571,19794,36272,5.54
2515,New Arrivals,2025-03-15,125562,4288,1876,2178,23283,49305,10.69
2516,Winter Discount,2025-03-16,48680,9231,1892,1166,6757,20113,5.8
2517,Winter Discount,2025-03-17,185421,12838,655,1426,13191,29774,9.25
2518,Black Friday,2025-03-18,179181,3989,258,4271,9154,25868,2.14
2519,Black Friday,2025-03-19,90888,11362,1949,2119,13583,27450,6.41
2520,Summer Sale,2025-03-20,134155,4860,892,1696,15204,7270,8.96
2521,Holiday Special,2025-03-21,10758,2182,1103,2246,23005,23520,10.24
2522,Holiday Special,2025-03-22,117549,6603,1037,945,11901,31543,12.59
2523,Holiday Special,2025-03-23,191889,9387,1443,4351,20937,7180,4.81
2524,Black Friday,2025-03-24,34556,5132,989,1622,20883,3948,12.87
2525,Black Friday,2025-03-25,167602,12799,1380,3859,6242,36352,1.62
2526,Holiday Special,2025-03-26,15656,10531,1277,866,12325,46316,14.23
2527,New Arrivals,2025-03-27,137198,14697,669,2146,18611,48333,8.67
2528,Black Friday,2025-03-28,14589,13054,110,1988,18737,10514,9.43
2529,Holiday Special,2025-03-29,133818,8016,649,1936,14988,41118,7.74
2530,Winter Discount,2025-03-30,127706,11995,883,3917,6021,18034,1.54
2531,New Arrivals,2025-03-01,73382,7251,1390,4166,4960,34066,1.19
2532,Black Friday,2025-03-02,101848,1290,1498,1868,15875,49868,8.5
2533,New Arrivals,2025-03-03,19296,14085,726,2224,1899,31764,0.85
2534,Holiday Special,2025-03-04,156012,881,815,228,14097,21401,61.83
2535,Black Friday,2025-03-05,11135,1269,205,2327,18519,4558,7.96
2536,Black Friday,2025-03-06,96117,8864,1864,254,16452,11653,64.77
2537,Winter Discount,2025-03-07,121143,4316,536,3163,14617,11642,4.62
2538,Winter Discount,2025-03-08,121483,12034,1407,1546,3328,9223,2.15
2539,Black Friday,2025-03-09,56948,14764,473,488,13619,44544,27.91
2540,Holiday Special,2025-03-10,103324,10831,705,4521,2457,24698,0.54
2541,Black Friday,2025-03-11,180537,10279,1131,1090,7697,23457,7.06
2542,Black Friday,2025-03-12,43968,13674,1799,4633,8100,12697,1.75
2543,Holiday Special,2025-03-13,71051,11281,743,1667,6629,27986,3.98
2544,Winter Discount,2025-03-14,56478,6548,1102,3210,21088,38633,6.57
2545,Winter Discount,2025-03-15,131272,14749,399,1626,2810,33977,1.73
2546,Black Friday,2025-03-16,186378,3834,1539,2781,6889,45731,2.48
2547,Holiday Special,2025-03-17,75471,8121,1492,779,973,47239,1.25
2548,Summer Sale,2025-03-18,145548,4294,1405,2463,21667,45796,8.8
2549,Summer Sale,2025-03-19,143140,11669,465,3730,8338,47028,2.24
2550,Black Friday,2025-03-20,79050,4417,1327,4094,14376,30155,3.51
2551,Holiday Special,2025-03-21,141172,10158,642,3231,7761,3783,2.4
2552,Summer Sale,2025-03-22,175823,2808,904,4650,10060,43530,2.16
2553,Black Friday,2025-03-23,14229,9971,1763,1454,4801,22444,3.3
2554,New Arrivals,2025-03-24,163969,1926,476,3048,8185,17585,2.69
2555,Black Friday,2025-03-25,154944,4394,292,360,18422,12324,51.17
2556,New Arrivals,2025-03-26,145999,12420,1299,4931,2831,40643,0.57
2557,Holiday Special,2025-03-27,122849,7614,1917,925,4295,43753,4.64
2558,Holiday Special,2025-03-28,117659,1735,1205,2779,18828,11652,6.78
2559,New Arrivals,2025-03-29,53052,3039,1575,3138,2577,38426,0.82
2560,Winter Discount,2025-03-30,193141,703,1544,4850,4891,19767,1.01
2561,Winter Discount,2025-03-01,175309,7771,207,3843,13629,26111,3.55
2562,New Arrivals,2025-03-02,34183,13353,498,208,19857,16541,95.47
2563,Black Friday,2025-03-03,35482,13645,870,4387,11192,21948,2.55
2564,Winter Discount,2025-03-04,12447,5531,638,2529,9801,37560,3.88
2565,Summer Sale,2025-03-05,113792,11665,258,1987,14142,26121,7.12
2566,Winter Discount,2025-03-06,172019,8724,1527,1673,10614,26908,6.34
2567,Black Friday,2025-03-07,96765,563,233,3159,6190,30941,1.96
2568,Black Friday,2025-03-08,75256,2984,1060,2964,20840,37211,7.03
2569,Summer Sale,2025-03-09,19581,6137,1113,1984,1999,40579,1.01
2570,Holiday Special,2025-03-10,135598,10293,1421,822,8247,46720,10.03
2571,Winter Discount,2025-03-11,171697,14430,1942,2910,2834,28401,0.97
2572,Holiday Special,2025-03-12,160690,2313,1659,3460,18760,48608,5.42
2573,Holiday Special,2025-03-13,63310,6507,1308,3248,7688,31190,2.37
2574,New Arrivals,2025-03-14,106181,14510,1375,2855,16379,4840,5.74
2575,Winter Discount,2025-03-15,98387,13823,361,1017,20864,5126,20.52
2576,Black Friday,2025-03-16,84113,3530,1833,240,9419,30611,39.25
2577,Winter Discount,2025-03-17,177282,7383,1012,1793,24683,19350,13.77
2578,Holiday Special,2025-03-18,153241,9657,696,4079,18454,42641,4.52
2579,Holiday Special,2025-03-19,115124,12505,1014,2619,10761,47180,4.11
2580,New Arrivals,2025-03-20,32683,1989,1731,4027,4029,49616,1.0
2581,Holiday Special,2025-03-21,112362,5961,863,3834,16304,41073,4.25
2582,Holiday Special,2025-03-22,66512,11219,522,323,2519,11971,7.8
2583,Winter Discount,2025-03-23,73777,759,941,3037,9962,24795,3.28
2584,New Arrivals,2025-03-24,167708,12242,1379,3325,3712,17564,1.12
2585,Holiday Special,2025-03-25,82326,569,1490,1580,2529,26316,1.6
2586,Holiday Special,2025-03-26,109229,9081,1085,851,7890,26123,9.27
2587,New Arrivals,2025-03-27,52321,4408,224,3835,11448,39460,2.99
2588,Black Friday,2025-03-28,52547,3397,1759,3784,20843,6075,5.51
2589,Holiday Special,2025-03-29,13120,5936,1375,2030,14700,6502,7.24
2590,New Arrivals,2025-03-30,71623,13391,318,3232,6472,39821,2.0
2591,Black Friday,2025-03-01,49985,12992,1186,464,4900,40913,10.56
2592,New Arrivals,2025-03-02,85953,6492,875,1060,16804,41930,15.85
2593,Winter Discount,2025-03-03,20432,8236,1290,2388,15559,3562,6.52
2594,Black Friday,2025-03-04,56300,6709,1746,2756,20890,43810,7.58
2595,New Arrivals,2025-03-05,152903,8762,1015,1183,6213,22266,5.25
2596,New Arrivals,2025-03-06,102702,7534,1697,4298,13881,36622,3.23
2597,Winter Discount,2025-03-07,73336,2068,648,4728,12700,12122,2.69
2598,Black Friday,2025-03-08,105685,833,1737,1900,563,21587,0.3
2599,Winter Discount,2025-03-09,179972,3499,1520,3725,12426,21669,3.34
2600,Winter Discount,2025-03-10,117475,3085,1979,1020,3224,23117,3.16
2601,Black Friday,2025-03-11,38906,9312,1191,4628,5170,5883,1.12
2602,New Arrivals,2025-03-12,171955,11986,1074,4100,21117,18543,5.15
2603,Winter Discount,2025-03-13,147259,712,545,2858,22797,34886,7.98
2604,Black Friday,2025-03-14,189391,8869,1106,3865,9692,14387,2.51
2605,Holiday Special,2025-03-15,171517,5964,1643,4958,21658,7680,4.37
2606,Winter Discount,2025-03-16,73162,5697,291,3874,11158,16225,2.88
2607,Summer Sale,2025-03-17,178797,2717,142,117,19442,19247,166.17
2608,Holiday Special,2025-03-18,41500,11468,1819,3094,3381,27084,1.09
2609,Summer Sale,2025-03-19,109929,11382,1959,2774,20088,23808,7.24
2610,Holiday Special,2025-03-20,68235,1337,1072,3193,12027,8482,3.77
2611,Holiday Special,2025-03-21,119302,3375,541,185,3248,17814,17.56
2612,Winter Discount,2025-03-22,36841,7233,1530,3292,21921,40223,6.66
2613,New Arrivals,2025-03-23,16247,3548,637,1078,17442,32331,16.18
2614,Summer Sale,2025-03-24,173479,14536,1076,954,24048,12119,25.21
2615,Winter Discount,2025-03-25,10257,6098,1624,3925,20889,36506,5.32
2616,Summer Sale,2025-03-26,140646,11110,403,2376,19891,40989,8.37
2617,Summer Sale,2025-03-27,76622,11784,1525,634,11589,4846,18.28
2618,Winter Discount,2025-03-28,100962,3630,1852,1904,13153,5882,6.91
2619,Winter Discount,2025-03-29,156384,5026,828,1503,6057,23812,4.03
2620,Black Friday,2025-03-30,57676,2754,958,484,14034,3919,29.0
2621,Winter Discount,2025-03-01,164221,5302,598,4265,21336,43486,5.0
2622,Winter Discount,2025-03-02,55880,2458,1407,1143,8904,3993,7.79
2623,Winter Discount,2025-03-03,92933,8440,364,432,21050,22530,48.73
2624,Holiday Special,2025-03-04,29717,10741,1354,4049,21344,47089,5.27
2625,New Arrivals,2025-03-05,138957,11602,1875,2732,18205,40080,6.66
2626,Holiday Special,2025-03-06,79873,2427,1264,1169,13408,37499,11.47
2627,New Arrivals,2025-03-07,167724,7986,415,1900,20389,3155,10.73
2628,Black Friday,2025-03-08,85964,1801,1850,2042,2353,43861,1.15
2629,Winter Discount,2025-03-09,188911,8557,311,3766,7283,24610,1.93
2630,New Arrivals,2025-03-10,156762,6370,1558,1698,20055,27531,11.81
2631,Winter Discount,2025-03-11,185445,8460,198,4324,13315,39553,3.08
2632,Black Friday,2025-03-12,136266,9812,1003,4250,2594,39830,0.61
2633,New Arrivals,2025-03-13,17895,4572,350,969,9014,21860,9.3
2634,Holiday Special,2025-03-14,18619,1805,873,4084,16496,25643,4.04
2635,Holiday Special,2025-03-15,177450,3756,1373,236,21638,45170,91.69
2636,Holiday Special,2025-03-16,157584,9896,380,2324,5348,35317,2.3
2637,New Arrivals,2025-03-17,143698,10242,959,554,7830,19010,14.13
2638,Winter Discount,2025-03-18,141946,3879,87,1319,18025,16684,13.67
2639,Black Friday,2025-03-19,164382,11184,576,1258,19684,36309,15.65
2640,Black Friday,2025-03-20,89226,11563,1437,2750,8863,19751,3.22
2641,New Arrivals,2025-03-21,52738,11803,1152,819,9312,30589,11.37
2642,Black Friday,2025-03-22,148028,8428,499,3229,7121,38890,2.21
2643,Holiday Special,2025-03-23,43701,8311,1811,3242,1394,10410,0.43
2644,Winter Discount,2025-03-24,199756,13029,766,462,12131,15174,26.26
2645,Holiday Special,2025-03-25,108533,6319,59,379,6232,49984,16.44
2646,Black Friday,2025-03-26,147647,10739,1772,1022,9599,32160,9.39
2647,Holiday Special,2025-03-27,24473,536,1975,3058,18509,4753,6.05
2648,Summer Sale,2025-03-28,175809,2892,550,4284,22190,9831,5.18
2649,Summer Sale,2025-03-29,143540,14754,1766,2735,3470,33734,1.27
2650,Holiday Special,2025-03-30,174947,846,911,3715,23023,7896,6.2
2651,Holiday Special,2025-03-01,16997,4353,403,3641,24227,36492,6.65
2652,New Arrivals,2025-03-02,136842,1714,1169,774,13096,3027,16.92
2653,Holiday Special,2025-03-03,65873,4510,1528,4768,20285,43234,4.25
2654,Holiday Special,2025-03-04,94787,5557,1636,1674,8880,13871,5.3
2655,Winter Discount,2025-03-05,14136,12847,1835,1675,3917,44302,2.34
2656,Holiday Special,2025-03-06,199891,6717,1006,4740,7394,28105,1.56
2657,Holiday Special,2025-03-07,57661,3138,966,2892,10909,9397,3.77
2658,New Arrivals,2025-03-08,174823,11736,967,4511,13057,15416,2.89
2659,Winter Discount,2025-03-09,161635,760,1944,2163,16082,23920,7.44
2660,Black Friday,2025-03-10,85248,3112,645,4583,2199,46996,0.48
2661,Winter Discount,2025-03-11,183759,1602,285,3755,8036,40846,2.14
2662,New Arrivals,2025-03-12,162666,11526,822,1848,9563,15348,5.17
2663,Black Friday,2025-03-13,37235,6695,1173,249,5422,39945,21.78
2664,Summer Sale,2025-03-14,52827,9794,1716,2784,10822,47603,3.89
2665,Winter Discount,2025-03-15,153555,954,183,3542,16814,5249,4.75
2666,Black Friday,2025-03-16,101988,7207,1796,3266,11547,5716,3.54
2667,Winter Discount,2025-03-17,38919,12829,1943,4208,16393,10454,3.9
2668,Holiday Special,2025-03-18,196612,8055,738,3745,17634,14711,4.71
2669,Holiday Special,2025-03-19,130133,5163,712,3066,22379,35908,7.3
2670,Summer Sale,2025-03-20,113728,13566,336,358,10327,9024,28.85
2671,Winter Discount,2025-03-21,122665,12597,1842,641,9167,21195,14.3
2672,Winter Discount,2025-03-22,126679,14018,1786,4396,10958,5542,2.49
2673,Holiday Special,2025-03-23,156004,5520,1028,4249,19363,26024,4.56
2674,Summer Sale,2025-03-24,83089,14244,1621,4462,11857,34165,2.66
2675,Winter Discount,2025-03-25,187762,2678,1681,4823,19107,41111,3.96
2676,Summer Sale,2025-03-26,62249,5319,1645,1292,1958,35070,1.52
2677,Holiday Special,2025-03-27,135125,14017,435,3474,12966,39997,3.73
2678,New Arrivals,2025-03-28,41462,11329,1538,1330,13570,2398,10.2
2679,Summer Sale,2025-03-29,46720,8861,1936,843,2102,18270,2.49
2680,Winter Discount,2025-03-30,12427,8012,1212,2169,20846,27935,9.61
2681,Black Friday,2025-03-01,102451,9108,614,3915,7907,29367,2.02
2682,Winter Discount,2025-03-02,186218,2931,1295,4012,23684,34379,5.9
2683,Black Friday,2025-03-03,56010,13664,1597,3011,6418,22991,2.13
2684,New Arrivals,2025-03-04,143873,2364,1697,1686,22458,2422,13.32
2685,Summer Sale,2025-03-05,127711,4388,768,3242,19381,48519,5.98
2686,New Arrivals,2025-03-06,85645,9822,1152,3432,20470,13016,5.96
2687,Summer Sale,2025-03-07,179312,4548,1032,2354,22453,38515,9.54
2688,New Arrivals,2025-03-08,154942,13664,987,2687,23110,27145,8.6
2689,New Arrivals,2025-03-09,171890,7877,1168,2827,11802,7834,4.17
2690,Holiday Special,2025-03-10,20418,8139,1518,599,20929,46931,34.94
2691,Summer Sale,2025-03-11,157650,9427,498,2955,8065,32798,2.73
2692,Winter Discount,2025-03-12,159112,13359,1261,1840,19434,43698,10.56
2693,Winter Discount,2025-03-13,42694,10440,640,2710,23337,15891,8.61
2694,Winter Discount,2025-03-14,130201,3050,1759,2022,14072,38625,6.96
2695,Black Friday,2025-03-15,188008,4795,1521,1444,5256,38168,3.64
2696,Black Friday,2025-03-16,18527,13325,132,1362,8838,18247,6.49
2697,Summer Sale,2025-03-17,49765,10393,916,4967,18036,14661,3.63
2698,Holiday Special,2025-03-18,130210,13347,964,3183,18152,7101,5.7
2699,Winter Discount,2025-03-19,149347,11603,698,377,23186,4584,61.5
2700,Holiday Special,2025-03-20,28346,8541,1273,4346,8589,41588,1.98
2701,Winter Discount,2025-03-21,39459,6882,1368,4842,12630,18301,2.61
2702,Summer Sale,2025-03-22,31876,8578,361,601,23844,24800,39.67
2703,Winter Discount,2025-03-23,66391,14198,1030,1765,10968,23507,6.21
2704,New Arrivals,2025-03-24,109426,714,775,557,8708,40925,15.63
2705,New Arrivals,2025-03-25,57583,14469,262,1116,8775,38267,7.86
2706,Black Friday,2025-03-26,93417,7115,1894,1973,2257,35961,1.14
2707,New Arrivals,2025-03-27,94433,4421,468,723,9113,44862,12.6
2708,New Arrivals,2025-03-28,145839,10009,1701,3698,24578,45724,6.65
2709,Black Friday,2025-03-29,180168,12335,1660,2107,3770,9510,1.79
2710,Holiday Special,2025-03-30,73003,8824,1456,1108,4889,7039,4.41
2711,New Arrivals,2025-03-01,110542,10446,826,1633,16776,10014,10.27
2712,Black Friday,2025-03-02,177546,11174,927,642,6990,26708,10.89
2713,Summer Sale,2025-03-03,76899,6089,1596,799,839,16798,1.05
2714,Winter Discount,2025-03-04,196590,2224,523,1852,23644,18279,12.77
2715,Winter Discount,2025-03-05,122514,5043,1486,679,8731,45011,12.86
2716,Holiday Special,2025-03-06,176797,3559,1778,1055,15034,20592,14.25
2717,Summer Sale,2025-03-07,17669,12194,490,967,24736,12284,25.58
2718,Black Friday,2025-03-08,33913,7821,1330,4005,10966,47705,2.74
2719,New Arrivals,2025-03-09,54913,9307,736,4303,8145,27774,1.89
2720,Summer Sale,2025-03-10,155327,10881,346,4911,22975,20572,4.68
2721,Winter Discount,2025-03-11,193489,9195,1358,2662,12968,21909,4.87
2722,Holiday Special,2025-03-12,196287,12652,443,4146,9921,22377,2.39
2723,New Arrivals,2025-03-13,110470,13397,533,2308,23180,14251,10.04
2724,Holiday Special,2025-03-14,173244,2308,707,822,3814,27509,4.64
2725,Black Friday,2025-03-15,101440,702,1339,1760,13330,20917,7.57
2726,New Arrivals,2025-03-16,25761,5413,1213,2081,19511,49101,9.38
2727,Summer Sale,2025-03-17,156775,6143,133,369,22031,48902,59.7
2728,Winter Discount,2025-03-18,122824,3325,233,2078,5903,2010,2.84
2729,Winter Discount,2025-03-19,48963,9801,1124,4236,19959,36513,4.71
2730,New Arrivals,2025-03-20,44630,10581,281,2228,16368,26553,7.35
2731,Winter Discount,2025-03-21,24089,9764,1412,1296,15921,32201,12.28
2732,Winter Discount,2025-03-22,100506,9991,332,2220,21050,10191,9.48
2733,Winter Discount,2025-03-23,134723,10199,495,2220,5306,36644,2.39
2734,Holiday Special,2025-03-24,103977,1297,1235,384,8786,27220,22.88
2735,Holiday Special,2025-03-25,68514,10828,300,3030,21147,44403,6.98
2736,Summer Sale,2025-03-26,100441,13017,120,4704,21891,2952,4.65
2737,Winter Discount,2025-03-27,198819,10838,1932,3221,683,47790,0.21
2738,New Arrivals,2025-03-28,189421,5485,1744,4623,17314,14064,3.75
2739,Summer Sale,2025-03-29,87301,3355,1798,2556,16687,4459,6.53
2740,Black Friday,2025-03-30,152381,3442,1165,4412,6986,44903,1.58
2741,Holiday Special,2025-03-01,86673,6191,1385,192,20681,36550,107.71
2742,Winter Discount,2025-03-02,51330,4562,637,2611,18122,31086,6.94
2743,Winter Discount,2025-03-03,177093,7367,58,4090,10436,4083,2.55
2744,Black Friday,2025-03-04,149680,13893,1620,1995,19260,30233,9.65
2745,Winter Discount,2025-03-05,119023,13337,1903,3651,3779,49477,1.04
2746,Winter Discount,2025-03-06,142741,3292,325,624,9523,2533,15.26
2747,New Arrivals,2025-03-07,110501,11466,264,2336,1111,23595,0.48
2748,Holiday Special,2025-03-08,20730,4483,1967,3586,16555,20712,4.62
2749,Summer Sale,2025-03-09,183728,7818,1358,1750,8057,17478,4.6
2750,Winter Discount,2025-03-10,66832,4951,1559,2330,24210,27323,10.39
2751,Black Friday,2025-03-11,49838,13209,1934,2671,13010,20357,4.87
2752,New Arrivals,2025-03-12,116175,1008,1655,1505,5184,13961,3.44
2753,Summer Sale,2025-03-13,90265,2246,1290,4595,24590,41540,5.35
2754,Winter Discount,2025-03-14,80042,2938,1563,3502,11218,21108,3.2
2755,Holiday Special,2025-03-15,38389,1710,115,4691,10154,49326,2.16
2756,Holiday Special,2025-03-16,24183,6092,1685,3681,11516,44069,3.13
2757,New Arrivals,2025-03-17,186600,9161,1725,4523,13764,25392,3.04
2758,Winter Discount,2025-03-18,138414,8251,193,3411,10254,6872,3.01
2759,Holiday Special,2025-03-19,163263,14026,1005,1187,3480,32269,2.93
2760,Holiday Special,2025-03-20,24154,10836,808,3717,12167,29201,3.27
2761,Holiday Special,2025-03-21,185894,691,547,1414,11183,16685,7.91
2762,Winter Discount,2025-03-22,101085,10485,395,3738,24876,44035,6.65
2763,New Arrivals,2025-03-23,20020,3088,1170,2365,11914,45940,5.04
2764,Black Friday,2025-03-24,19444,3191,698,4179,12056,28127,2.88
2765,New Arrivals,2025-03-25,106400,9968,1839,2953,19990,31244,6.77
2766,New Arrivals,2025-03-26,54527,625,55,4398,1755,3313,0.4
2767,New Arrivals,2025-03-27,28148,9570,1202,4011,17224,46547,4.29
2768,Summer Sale,2025-03-28,57642,11939,298,2713,5834,38756,2.15
2769,Holiday Special,2025-03-29,76330,2143,1952,2050,8489,29317,4.14
2770,Holiday Special,2025-03-30,114664,12564,594,714,11429,9027,16.01
2771,New Arrivals,2025-03-01,183716,9618,994,3891,6923,42968,1.78
2772,Black Friday,2025-03-02,103829,13737,1556,1808,17327,29475,9.58
2773,Black Friday,2025-03-03,46765,4747,1587,1915,23552,43104,12.3
2774,Black Friday,2025-03-04,121845,5384,172,3852,15057,31617,3.91
2775,Holiday Special,2025-03-05,155805,4982,1220,2871,20114,36917,7.01
2776,Summer Sale,2025-03-06,139279,12592,1383,436,5674,4307,13.01
2777,Holiday Special,2025-03-07,186778,6783,344,4249,19401,12033,4.57
2778,Summer Sale,2025-03-08,196549,7424,1461,4591,20967,18426,4.57
2779,Winter Discount,2025-03-09,186662,6806,1861,3979,18387,43883,4.62
2780,Summer Sale,2025-03-10,183440,13480,1844,1552,18169,32252,11.71
2781,Winter Discount,2025-03-11,72041,12514,1583,3469,4674,45946,1.35
2782,Black Friday,2025-03-12,146511,12947,778,1612,8752,34556,5.43
2783,Black Friday,2025-03-13,98718,12733,1194,2453,11749,8327,4.79
2784,Holiday Special,2025-03-14,88764,2571,641,680,1945,32220,2.86
2785,New Arrivals,2025-03-15,177481,12459,169,4065,24491,47140,6.02
2786,Summer Sale,2025-03-16,89352,8073,1651,3314,20678,46106,6.24
2787,Black Friday,2025-03-17,182273,5087,122,1459,14643,19574,10.04
2788,Winter Discount,2025-03-18,163372,4661,1696,592,2387,3380,4.03
2789,Black Friday,2025-03-19,76846,4017,1904,2501,23806,5549,9.52
2790,Winter Discount,2025-03-20,10619,2667,1289,1857,8238,45085,4.44
2791,Black Friday,2025-03-21,73798,1647,736,3681,24742,40068,6.72
2792,New Arrivals,2025-03-22,24501,3212,1502,4842,17231,23028,3.56
2793,Summer Sale,2025-03-23,107818,6375,1180,1035,9396,15673,9.08
2794,Summer Sale,2025-03-24,14876,13522,1872,231,8744,4621,37.85
2795,Summer Sale,2025-03-25,54805,12941,1780,717,5436,4640,7.58
2796,Black Friday,2025-03-26,15751,7787,1341,4037,7772,37557,1.93
2797,Holiday Special,2025-03-27,50963,3950,1548,2117,23076,47669,10.9
2798,Black Friday,2025-03-28,44608,13681,1009,4086,12321,39287,3.02
2799,Winter Discount,2025-03-29,150653,731,920,381,23081,25209,60.58
2800,Holiday Special,2025-03-30,88314,8753,1694,2057,24680,26418,12.0
2801,New Arrivals,2025-03-01,52124,7157,1966,773,22088,46334,28.57
2802,Winter Discount,2025-03-02,59863,7458,887,1335,5172,46245,3.87
2803,New Arrivals,2025-03-03,141894,6453,1540,2308,13165,2828,5.7
2804,Winter Discount,2025-03-04,198045,14053,535,2108,20224,32488,9.59
2805,Summer Sale,2025-03-05,119054,13636,475,344,24975,11511,72.6
2806,Winter Discount,2025-03-06,125427,891,1038,486,15691,17074,32.29
2807,Black Friday,2025-03-07,40269,13361,1871,3183,16587,27021,5.21
2808,Winter Discount,2025-03-08,21736,11331,1944,2868,5837,40186,2.04
2809,New Arrivals,2025-03-09,195511,744,1873,3953,2961,34528,0.75
2810,New Arrivals,2025-03-10,185097,8096,765,4838,12146,19316,2.51
2811,New Arrivals,2025-03-11,47879,14427,1044,1098,7601,3531,6.92
2812,New Arrivals,2025-03-12,155756,10495,1385,3434,18700,36491,5.45
2813,Winter Discount,2025-03-13,116902,5072,185,1806,9755,39195,5.4
2814,Black Friday,2025-03-14,84941,10249,155,4393,16853,40650,3.84
2815,Winter Discount,2025-03-15,127295,12896,1338,4356,22979,30664,5.28
2816,New Arrivals,2025-03-16,193393,3717,175,1233,21307,13301,17.28
2817,New Arrivals,2025-03-17,78564,7039,1760,1379,19845,41847,14.39
2818,Summer Sale,2025-03-18,88499,2117,426,2744,5486,15290,2.0
2819,New Arrivals,2025-03-19,175963,12781,363,2663,17895,2334,6.72
2820,Holiday Special,2025-03-20,120520,5751,841,1184,20274,33878,17.12
2821,Summer Sale,2025-03-21,175332,7693,780,2221,14649,31269,6.6
2822,Summer Sale,2025-03-22,116141,9414,258,1636,20044,44679,12.25
2823,Summer Sale,2025-03-23,106272,8987,1322,3665,24102,14919,6.58
2824,Black Friday,2025-03-24,27570,6099,1174,1017,16877,32192,16.59
2825,Black Friday,2025-03-25,156197,6487,337,1813,8003,11038,4.41
2826,New Arrivals,2025-03-26,129645,7855,1057,2215,4671,44771,2.11
2827,Winter Discount,2025-03-27,11686,5138,1365,4716,1578,44327,0.33
